Borough,Park or Playground,Week Start Date,Week End date,Sunday Attendance,Monday Attendance,Tuesday Attendance,Wednesday Attendance,Thursday Attendance,Friday Attendance,Saturday Attendance,Total Attendance
Brooklyn,William Sheridan Playground - CPI,08/05/2018,08/11/2018,0,0,0,190,173,205,198,766
Brooklyn,William Sheridan Playground - CPI,08/12/2018,08/18/2018,0,0,182,187,203,195,191,958
Brooklyn,William Sheridan Playground - CPI,07/22/2018,07/28/2018,0,0,195,201,199,0,0,595
Brooklyn,Sternberg Park - CPI,08/12/2018,08/18/2018,0,0,40,45,50,55,48,238
Brooklyn,Sternberg Park - CPI,08/05/2018,08/11/2018,0,0,0,49,51,47,46,193
Brooklyn,Sternberg Park - CPI,07/29/2018,08/04/2018,0,0,39,44,42,43,40,208
Brooklyn,Sternberg Park - CPI,07/22/2018,07/28/2018,0,0,35,38,40,42,43,198
Brooklyn,St Andrew's Playground - CPI,08/12/2018,08/18/2018,0,0,65,68,72,71,77,353
Brooklyn,St Andrew's Playground - CPI,07/29/2018,08/04/2018,0,0,70,67,70,64,75,346
Brooklyn,St Andrew's Playground - CPI,08/05/2018,08/11/2018,70,0,0,71,73,74,69,357
Bronx,Abrams Playground,08/12/2018,08/18/2018,0,0,90,95,85,100,100,470
Bronx,St Mary's East Playground,08/12/2018,08/18/2018,0,0,30,25,18,30,25,128
Bronx,Flynn Playground - CPI,08/12/2018,08/18/2018,0,0,30,30,0,0,0,60
Bronx,Zimmerman Playground,08/12/2018,08/18/2018,0,0,58,72,44,68,42,284
Bronx,PFC Lozada Playground - CPI,08/12/2018,08/18/2018,0,0,37,36,46,45,56,220
Brooklyn,Seth Low - CPI,08/12/2018,08/18/2018,0,0,55,50,59,63,65,292
Bronx,Loreto Playground,08/12/2018,08/18/2018,0,0,60,60,60,60,60,300
Bronx,Horseshoe Playground - CPI,08/12/2018,08/18/2018,0,0,12,34,30,28,20,124
Bronx,Rev. James Polite Playground - CPI,08/12/2018,08/18/2018,0,0,2,11,12,15,18,58
Brooklyn,Seth Low - CPI,08/05/2018,08/11/2018,0,0,0,58,62,64,69,253
Bronx,Tiffany Playground,08/12/2018,08/18/2018,0,0,40,65,45,46,25,221
Bronx,Dawson Playground - CPI,08/12/2018,08/18/2018,0,0,57,61,72,55,45,290
Bronx,PO Serrano Playground,08/12/2018,08/18/2018,0,0,25,30,22,25,30,132
Bronx,Martin Van Buren Playground,08/12/2018,08/18/2018,0,0,42,50,38,49,64,243
Brooklyn,Seth Low - CPI,07/29/2018,08/04/2018,0,0,56,60,65,67,69,317
Bronx,Clark Playground - CPI,08/12/2018,08/18/2018,0,0,32,31,0,17,25,105
Bronx,Barreto Playground - CPI,08/12/2018,08/18/2018,0,0,0,0,45,65,70,180
Bronx,St. James Park,08/12/2018,08/18/2018,0,0,180,190,150,190,100,810
Brooklyn,Seth Low - CPI,07/22/2018,07/28/2018,0,0,68,63,60,0,0,191
Bronx,Mott Playground - CPI,08/12/2018,08/18/2018,0,0,20,17,21,14,18,90
Bronx,Claremont Park,08/12/2018,08/18/2018,0,0,35,45,100,35,50,265
Bronx,Willis Playground - CPI,08/12/2018,08/18/2018,0,0,20,0,0,0,0,20
Bronx,Slattery Playground - CPI,08/12/2018,08/18/2018,0,0,90,85,65,70,75,385
Queens,Juniper Park,08/05/2018,08/11/2018,0,0,49,80,146,0,0,275
Queens,Linden Park,08/05/2018,08/11/2018,0,0,80,250,240,0,0,570
Queens,Lou Lodati Playground (Torsney Plygd),08/05/2018,08/11/2018,0,0,60,57,40,90,0,247
Queens,Mauro Playground,08/05/2018,08/11/2018,0,0,30,40,20,0,0,90
Queens,Maple Playground - CPI,08/05/2018,08/11/2018,0,0,100,100,120,150,0,470
Queens,Brookville Playground,08/05/2018,08/11/2018,0,0,95,115,137,180,0,527
Queens,Rufus King Park,08/05/2018,08/11/2018,0,0,222,310,192,208,0,932
Queens,Beach 30th Playground - CPI,08/05/2018,08/11/2018,0,0,12,42,17,31,0,102
Queens,Beach 59th Street Playground - CPI,08/05/2018,08/11/2018,0,0,50,60,54,72,7,243
Queens,Bayswater Park - CPI,08/05/2018,08/11/2018,0,0,131,86,66,63,0,346
Queens,Lower Highland Playground,08/05/2018,08/11/2018,0,0,130,100,0,110,0,340
Queens,London Planetree,08/04/2018,08/11/2018,0,0,149,172,240,137,0,698
Queens,Colden Playground - CPI,08/05/2018,08/11/2018,0,0,0,0,40,60,0,100
Manhattan,Thomas Jefferson Park,08/05/2018,08/11/2018,0,0,96,89,105,60,35,385
Manhattan,Carmansville Playground - CPI,08/05/2018,08/11/2018,0,0,420,380,460,400,0,1660
Manhattan,J Hood Wright - CPI,08/05/2018,08/11/2018,0,0,0,230,215,231,0,676
Manhattan,Jackie Robinson Playground - CPI,08/05/2018,08/11/2018,0,0,73,111,80,75,70,409
Manhattan,St. Nicholas playground - CPI,08/05/2018,08/11/2018,0,0,142,109,100,78,0,429
Manhattan,Happy Warrior Playground,08/05/2018,08/11/2018,0,0,75,90,80,50,0,295
Manhattan,Poor Richard's Playground - CPI,08/05/2018,08/11/2018,0,0,160,185,210,225,0,780
Manhattan,Sol Lain Playground - CPI,08/05/2018,08/11/2018,0,0,98,70,78,79,0,325
Manhattan,Columbus Park - CPI,08/05/2018,08/11/2018,0,0,209,229,241,203,0,882
Manhattan,Tompkins Square Park - CPI,08/05/2018,08/11/2018,0,0,87,138,91,142,0,458
Manhattan,Seward Park - CPI,08/05/2018,08/11/2018,0,0,750,625,500,575,0,2450
Brooklyn,Brownsville Playground,08/05/2018,08/11/2018,0,0,7,0,11,9,0,27
Brooklyn,Brownsville Playground,08/05/2018,08/11/2018,0,0,7,0,11,9,0,27
Brooklyn,Fort Greene Playground,08/05/2018,08/11/2018,0,0,0,32,30,38,0,100
Brooklyn,Fort Greene Playground,07/30/2018,08/04/2018,0,0,18,35,32,40,38,163
Brooklyn,Fort Greene Playground,07/23/2018,07/28/2018,0,0,0,31,24,0,0,55
Brooklyn,Dyker Beach Park - CPI,08/05/2018,08/11/2018,0,0,0,80,100,70,0,250
Brooklyn,Dyker Beach Park - CPI,07/29/2018,08/04/2018,0,0,140,90,160,110,80,580
Brooklyn,Dyker Beach Park - CPI,07/23/2018,07/28/2018,0,0,130,170,80,90,100,570
Brooklyn,Dreier Offerman - CPI,08/05/2018,08/11/2018,0,0,0,25,18,31,0,74
Brooklyn,Dreier Offerman - CPI,07/30/2018,08/04/2018,0,0,15,21,18,24,30,108
Brooklyn,Dreier Offerman - CPI,07/23/2018,07/28/2018,0,0,25,31,38,0,0,94
Brooklyn,Betsy Head Playground,08/06/2018,08/11/2018,0,0,0,0,0,0,0,0
Brooklyn,Betsy Head Playground,07/29/2018,08/04/2018,0,0,0,0,0,0,0,0
Brooklyn,Carroll Park,07/30/2018,08/03/2018,0,0,0,0,0,0,0,0
Brooklyn,St Andrew's Playground - CPI,07/22/2018,07/28/2018,0,0,65,73,75,0,0,213
Brooklyn,Bushclinton Playground,07/30/2018,08/03/2018,0,12,12,27,33,19,0,103
Brooklyn,Bushclinton Playground,08/06/2018,08/10/2018,0,11,8,12,83,15,0,129
Bronx,Mott Playground - CPI,08/05/2018,08/11/2018,0,0,21,25,20,21,0,87
Bronx,Tremont Park,08/05/2018,08/11/2018,0,0,119,105,105,70,0,399
Bronx,Barreto Playground - CPI,08/05/2018,08/11/2018,0,0,52,73,76,35,0,236
Bronx,Horseshoe Playground - CPI,08/05/2018,08/11/2018,0,0,36,42,31,19,0,128
Bronx,Rev. James Polite Playground - CPI,08/05/2018,08/11/2018,0,0,12,16,17,12,0,57
Bronx,Tiffany Playground,08/05/2018,08/11/2018,0,0,60,100,50,25,0,235
Bronx,Flynn Playground - CPI,08/05/2018,08/11/2018,0,0,90,80,85,70,0,325
Bronx,Clark Playground - CPI,08/05/2018,08/11/2018,0,0,45,27,50,10,0,132
Bronx,PFC Lozada Playground - CPI,08/05/2018,08/11/2018,0,0,71,43,56,43,0,213
Bronx,St. James Park,08/05/2018,08/11/2018,0,0,150,180,180,145,0,655
Bronx,Abrams Playground,08/05/2018,08/11/2018,0,0,30,75,80,90,0,275
Bronx,PO Serrano Playground,08/05/2018,08/11/2018,0,0,37,20,37,0,0,94
Bronx,Slattery Playground - CPI,08/05/2018,08/11/2018,0,0,126,90,80,70,0,366
Bronx,Martin Van Buren Playground,08/05/2018,08/11/2018,0,0,89,25,26,54,0,194
Bronx,Loreto Playground,08/05/2018,08/11/2018,0,0,60,65,50,60,0,235
Bronx,Zimmerman Playground,08/05/2018,08/11/2018,0,0,40,60,45,50,0,195
Bronx,Dawson Playground - CPI,08/05/2018,08/11/2018,0,0,76,65,56,42,0,239
Bronx,St Mary's East Playground,08/05/2018,08/11/2018,0,0,15,21,18,13,0,67
Bronx,Claremont Park,08/05/2018,08/11/2018,0,0,0,35,55,40,0,130
Queens,Mauro Playground,07/29/2018,08/04/2018,0,0,30,10,25,0,0,65
Queens,Queensbridge Park,07/29/2018,08/04/2018,0,0,41,22,47,24,61,195
Queens,Beach 59th Street Playground - CPI,07/29/2018,08/04/2018,0,0,56,75,89,92,100,412
Queens,Hoover - Manton Playgrounds,07/29/2018,08/04/2018,0,0,71,0,25,59,0,155
Manhattan,J Hood Wright - CPI,07/29/2018,08/04/2018,0,0,257,0,277,0,150,684
Queens,London Planetree,07/29/2018,08/04/2018,0,0,128,131,130,96,89,574
Manhattan,Sol Lain Playground - CPI,07/29/2018,08/04/2018,0,0,85,0,91,0,30,206
Manhattan,Seward Park - CPI,07/29/2018,08/04/2018,0,0,575,0,625,0,275,1475
Manhattan,Tompkins Square Park - CPI,07/29/2018,08/04/2018,0,0,81,0,78,0,127,286
Queens,Rufus King Park,07/29/2018,08/04/2018,0,0,242,204,186,204,0,836
Manhattan,Matthew Sapolin,07/29/2018,08/04/2018,0,0,0,201,192,0,168,561
Queens,Bayswater Park - CPI,07/29/2018,08/04/2018,0,0,160,69,42,108,65,444
Manhattan,Columbus Park - CPI,07/29/2018,08/04/2018,0,226,0,0,235,0,201,662
Queens,Brookville Playground,07/29/2018,08/04/2018,0,0,85,75,89,50,30,329
Queens,Beach 30th Playground - CPI,07/29/2018,08/04/2018,0,0,44,37,32,50,17,180
Brooklyn,Brownsville Playground,07/29/2018,08/04/2018,0,0,12,14,7,8,7,48
Brooklyn,Brownsville Playground,07/22/2018,07/28/2018,0,0,0,0,0,0,0,0
Brooklyn,Brownsville Playground,07/15/2018,07/21/2018,0,0,7,13,6,7,6,39
Brooklyn,Brownsville Playground,07/08/2018,07/14/2018,0,0,4,11,6,11,7,39
Brooklyn,Brownsville Playground,07/01/2018,07/07/2018,0,0,7,10,8,6,5,36
Manhattan,Poor Richard's Playground - CPI,07/29/2018,08/04/2018,0,0,165,0,180,0,50,395
Manhattan,Jackie Robinson Playground - CPI,07/29/2018,08/04/2018,0,0,120,65,118,0,87,390
Manhattan,Thomas Jefferson Park,07/29/2018,08/04/2018,0,0,105,0,120,0,58,283
Manhattan,St. Nicholas playground - CPI,07/29/2018,08/04/2018,0,0,180,0,120,0,87,387
Manhattan,Raoul Wallenberg Playground - CPI,07/29/2018,08/04/2018,0,0,85,0,90,0,98,273
Bronx,Rev. James Polite Playground - CPI,07/29/2018,08/04/2018,0,0,20,16,18,7,9,70
Bronx,Horseshoe Playground - CPI,07/29/2018,08/04/2018,0,0,24,31,28,22,30,135
Bronx,Tiffany Playground,07/29/2018,08/04/2018,0,0,110,10,75,25,20,240
Bronx,Barreto Playground - CPI,07/29/2018,08/04/2018,0,0,30,0,41,15,0,86
Bronx,PO Serrano Playground,07/29/2018,08/04/2018,0,0,30,20,37,3,4,94
Bronx,Willis Playground - CPI,07/29/2018,08/04/2018,0,0,30,35,40,25,30,160
Bronx,Flynn Playground - CPI,07/29/2018,08/04/2018,0,0,50,45,0,60,10,165
Bronx,Dawson Playground - CPI,07/29/2018,08/04/2018,0,0,57,20,68,28,25,198
Bronx,PFC Lozada Playground - CPI,07/29/2018,08/04/2018,0,0,50,8,51,39,20,168
Bronx,St Mary's East Playground,07/29/2018,08/04/2018,0,0,12,21,14,16,3,66
Bronx,Mott Playground - CPI,07/29/2018,08/04/2018,0,0,28,21,25,18,25,117
Bronx,Abrams Playground,07/29/2018,08/04/2018,0,0,50,25,80,85,30,270
Bronx,Claremont Park,07/29/2018,08/04/2018,0,0,35,45,50,20,30,180
Bronx,Loreto Playground,07/29/2018,08/04/2018,0,0,50,50,60,0,40,200
Bronx,Slattery Playground - CPI,07/29/2018,08/04/2018,0,0,90,60,75,75,50,350
Bronx,Zimmerman Playground,07/29/2018,08/04/2018,0,0,138,70,28,154,120,510
Bronx,St. James Park,07/29/2018,08/04/2018,0,0,190,60,172,180,50,652
Bronx,Martin Van Buren Playground,07/29/2018,08/04/2018,0,0,70,32,45,85,40,272
Bronx,Tremont Park,07/29/2018,08/04/2018,0,0,140,10,65,15,65,295
Staten Island,Christopher J. Igneri Playground - CPI,07/29/2018,08/04/2018,0,0,45,60,73,10,40,228
Staten Island,McDonalds Playground,07/29/2018,08/04/2018,0,0,80,75,0,25,0,180
Staten Island,Corporal Thompson - CPI,07/29/2018,08/04/2018,0,0,110,95,125,63,130,523
Staten Island,PS 14/Stapleton Playground,07/29/2018,08/04/2018,0,0,63,70,82,55,85,355
Staten Island,Dugan Playground,07/29/2018,08/04/2018,0,0,50,71,55,26,75,277
Queens,Brookville Playground,07/22/2018,07/28/2018,0,0,40,0,35,0,0,75
Queens,Beach 30th Playground - CPI,07/22/2018,07/28/2018,0,0,70,0,42,23,17,152
Queens,Beach 59th Street Playground - CPI,07/22/2018,07/28/2018,0,0,65,0,100,80,60,305
Queens,Lower Highland Playground,07/22/2018,07/28/2018,0,0,110,0,90,120,170,490
Queens,Bayswater Park - CPI,07/22/2018,07/28/2018,0,0,119,0,84,66,300,569
Queens,London Planetree,07/22/2018,07/28/2018,0,0,150,0,189,157,0,496
Queens,Mauro Playground,07/22/2018,07/28/2018,0,0,25,0,35,0,0,60
Queens,Juniper Park,07/22/2018,07/28/2018,0,0,142,0,103,0,0,245
Queens,Yellowstone Park,07/22/2018,07/28/2018,0,0,64,68,73,60,81,346
Queens,Hoover - Manton Playgrounds,07/22/2018,07/28/2018,0,0,0,0,50,39,0,89
Queens,Rufus King Park,07/22/2018,07/28/2018,0,0,233,304,202,208,0,947
Staten Island,PS 35,07/29/2018,08/04/2018,340,114,71,0,75,69,0,669
Staten Island,De Matti Park - CPI,07/29/2018,08/04/2018,0,0,85,72,78,42,80,357
Queens,Bowne Park,07/22/2018,07/28/2018,0,0,115,100,116,146,97,574
Queens,Colden Playground - CPI,07/22/2018,07/28/2018,0,0,0,60,45,57,0,162
Queens,Charybdis Playground - CPI,07/22/2018,07/28/2018,0,0,91,0,88,39,0,218
Queens,Queensbridge Park,07/22/2018,07/28/2018,0,0,80,0,32,50,90,252
Queens,Astoria Heights Playground,07/22/2018,07/28/2018,0,0,73,0,53,58,62,246
Queens,Lou Lodati Playground (Torsney Plygd),07/22/2018,07/28/2018,0,0,103,130,115,90,0,438
Queens,Linden Park,07/22/2018,07/28/2018,0,0,380,0,320,105,495,1300
Queens,Buz O'Rourke,07/22/2018,07/28/2018,0,0,0,0,20,35,15,70
Queens,Playground for All Children - CPI,07/22/2018,07/28/2018,0,0,141,0,122,63,207,533
Staten Island,PS 14/Stapleton Playground,07/22/2018,07/28/2018,0,0,85,75,90,25,110,385
Staten Island,PS 14/Stapleton Playground,07/15/2018,07/21/2018,0,0,70,80,100,85,95,430
Staten Island,McDonalds Playground,07/22/2018,07/28/2018,0,0,100,90,95,45,110,440
Staten Island,McDonalds Playground,07/15/2018,07/21/2018,0,0,90,65,75,100,140,470
Staten Island,Schmul Playground,07/22/2018,07/28/2018,0,0,70,76,90,40,95,371
Staten Island,Schmul Playground,07/15/2018,07/21/2018,0,0,60,85,70,75,90,380
Staten Island,Corporal Thompson - CPI,07/22/2018,07/28/2018,0,0,180,160,130,60,170,700
Staten Island,Corporal Thompson - CPI,07/15/2018,07/21/2018,0,0,40,150,135,200,210,735
Staten Island,Corporal Thompson - CPI,07/08/2018,07/14/2018,0,0,115,140,155,200,215,825
Staten Island,Christopher J. Igneri Playground - CPI,07/22/2018,07/28/2018,0,0,72,75,90,40,69,346
Staten Island,Christopher J. Igneri Playground - CPI,07/15/2018,07/21/2018,55,72,28,0,75,65,80,375
Staten Island,Christopher J. Igneri Playground - CPI,07/08/2018,07/14/2018,60,70,90,0,84,95,0,399
Staten Island,Dugan Playground,07/15/2018,07/21/2018,0,0,55,70,45,50,58,278
Staten Island,Dugan Playground,07/22/2018,07/28/2018,0,0,45,55,42,15,63,220
Brooklyn,John J Carty Park - CPI,07/15/2018,07/21/2018,0,0,160,155,140,145,170,770
Brooklyn,John J Carty Park - CPI,07/08/2018,07/14/2018,0,0,175,167,181,159,183,865
Brooklyn,John J Carty Park - CPI,07/01/2018,07/07/2018,0,145,170,0,165,134,185,799
Brooklyn,John J Carty Park - CPI,06/24/2018,06/30/2018,0,0,108,119,99,129,175,630
Brooklyn,Carroll Park,07/22/2018,07/28/2018,0,35,40,25,30,35,0,165
Brooklyn,Hamilton Metz Field,05/06/2018,08/01/2018,0,0,0,0,0,0,0,0
Manhattan,Tompkins Square Park - CPI,04/29/2018,05/05/2018,0,0,0,0,0,0,20,20
Manhattan,Sol Lain Playground - CPI,07/22/2018,07/28/2018,0,0,42,0,84,87,85,298
Manhattan,"Martin Luther King, Jr. Playground - CPI",07/22/2018,07/28/2018,0,0,28,22,20,27,0,97
Manhattan,Thomas Jefferson Park,07/22/2018,07/28/2018,0,0,72,80,140,98,120,510
Manhattan,Poor Richard's Playground - CPI,07/22/2018,07/28/2018,0,0,0,0,150,0,0,150
Manhattan,St. Nicholas playground - CPI,07/22/2018,07/28/2018,0,0,0,180,99,107,0,386
Manhattan,Jackie Robinson Playground - CPI,07/22/2018,07/28/2018,0,0,105,90,127,0,130,452
Manhattan,Seward Park - CPI,07/22/2018,07/28/2018,0,0,450,0,500,675,725,2350
Manhattan,J Hood Wright - CPI,07/22/2018,07/28/2018,0,0,140,50,45,177,240,652
Manhattan,Raoul Wallenberg Playground - CPI,07/22/2018,07/28/2018,0,0,75,0,125,115,148,463
Manhattan,Matthew Sapolin,07/22/2018,07/28/2018,0,188,34,0,142,130,225,719
Manhattan,Happy Warrior Playground,07/22/2018,07/28/2018,0,0,130,85,90,105,90,500
Brooklyn,Douglass & Degraw,07/08/2018,07/14/2018,0,15,22,14,17,13,0,81
Brooklyn,John J Carty Park - CPI,06/17/2018,06/23/2018,0,0,100,115,120,110,105,550
Brooklyn,Marion Hopkinson Playground - CPI,07/15/2018,07/21/2018,0,0,53,51,47,44,51,246
Brooklyn,Marion Hopkinson Playground - CPI,07/08/2018,07/14/2018,0,0,51,52,52,49,45,249
Brooklyn,Marion Hopkinson Playground - CPI,07/01/2018,07/07/2018,0,31,48,0,50,44,52,225
Brooklyn,Marion Hopkinson Playground - CPI,06/24/2018,06/30/2018,0,0,45,37,39,42,49,212
Brooklyn,Marion Hopkinson Playground - CPI,06/17/2018,06/23/2018,0,0,40,35,30,35,41,181
Staten Island,De Matti Park - CPI,07/22/2018,07/28/2018,0,0,92,75,98,148,80,493
Staten Island,De Matti Park - CPI,07/15/2018,07/21/2018,0,0,63,163,168,130,68,592
Staten Island,PS 35,07/22/2018,07/28/2018,183,0,94,0,74,85,0,436
Staten Island,PS 35,07/15/2018,07/21/2018,0,0,0,0,48,87,0,135
Brooklyn,Bushclinton Playground,07/09/2018,07/13/2018,0,9,15,13,12,17,0,66
Brooklyn,Bushclinton Playground,07/23/2018,07/27/2018,0,7,15,20,20,11,0,73
Brooklyn,Bushclinton Playground,07/16/2018,07/20/2018,0,2,6,14,14,22,0,58
Bronx,PFC Lozada Playground - CPI,07/22/2018,07/28/2018,0,0,59,0,38,49,25,171
Bronx,Willis Playground - CPI,07/22/2018,07/28/2018,0,0,30,0,35,40,30,135
Bronx,Abrams Playground,07/22/2018,07/28/2018,0,0,100,0,90,100,120,410
Bronx,Zimmerman Playground,07/22/2018,07/28/2018,0,0,100,0,90,100,96,386
Bronx,PO Serrano Playground,07/22/2018,07/28/2018,0,0,60,0,50,50,25,185
Bronx,Tremont Park,07/22/2018,07/28/2018,0,0,0,0,65,55,80,200
Bronx,St. James Park,07/22/2018,07/28/2018,0,0,150,0,160,180,185,675
Bronx,Loreto Playground,07/22/2018,07/28/2018,0,0,45,0,50,50,50,195
Bronx,Tiffany Playground,07/22/2018,07/28/2018,0,0,65,0,70,45,0,180
Bronx,Mott Playground - CPI,07/22/2018,07/28/2018,0,0,28,0,26,20,0,74
Bronx,Horseshoe Playground - CPI,07/22/2018,07/28/2018,0,0,36,0,47,22,0,105
Bronx,Clark Playground - CPI,07/22/2018,07/28/2018,0,0,35,0,30,18,0,83
Bronx,Barreto Playground - CPI,07/22/2018,07/28/2018,0,0,35,0,0,50,0,85
Brooklyn,St Johns Playground - CPI,07/23/2018,07/27/2018,0,0,35,0,40,47,0,122
Brooklyn,Bushclinton Playground,07/01/2018,07/07/2018,0,4,3,0,2,4,0,13
Brooklyn,St Johns Playground - CPI,07/16/2018,07/20/2018,0,25,27,32,36,35,0,155
Brooklyn,St Johns Playground - CPI,07/09/2018,07/13/2018,0,24,32,35,30,36,0,157
Brooklyn,St Johns Playground - CPI,07/02/2018,07/06/2018,0,22,0,0,30,32,0,84
Brooklyn,St Johns Playground - CPI,06/27/2018,06/29/2018,0,0,0,27,0,24,0,51
Queens,Yellowstone Park,07/15/2018,07/21/2018,0,0,30,68,61,73,92,324
Queens,Rufus King Park,07/15/2018,07/21/2018,0,0,198,234,218,181,0,831
Queens,Lower Highland Playground,07/15/2018,07/21/2018,0,0,50,120,100,100,65,435
Queens,London Planetree,07/15/2018,07/21/2018,0,0,39,216,280,244,0,779
Queens,Bayswater Park - CPI,07/15/2018,07/21/2018,0,0,47,108,50,69,0,274
Brooklyn,Douglass & Degraw,07/01/2018,07/07/2018,0,20,15,22,19,18,0,94
Brooklyn,Carroll Park,07/15/2018,07/21/2018,0,0,35,25,45,45,35,185
Brooklyn,Carroll Park,07/08/2018,07/14/2018,0,0,40,44,37,32,30,183
Brooklyn,Carroll Park,07/01/2018,07/07/2018,0,0,0,0,45,35,40,120
Queens,Beach 59th Street Playground - CPI,07/15/2018,07/21/2018,0,0,60,80,0,0,0,140
Queens,Brookville Playground,07/15/2018,07/21/2018,0,0,115,190,90,105,120,620
Queens,Beach 30th Playground - CPI,07/15/2018,07/21/2018,0,0,34,42,20,39,27,162
Brooklyn,Marion Hopkinson Playground - CPI,06/10/2018,06/16/2018,0,0,40,45,50,55,56,246
Brooklyn,Century Playground - CPI,07/15/2018,07/21/2018,0,0,65,55,58,45,50,273
Queens,Playground for All Children - CPI,07/15/2018,07/21/2018,0,0,103,220,204,147,192,866
Brooklyn,Century Playground - CPI,07/08/2018,07/14/2018,0,0,50,50,60,60,65,285
Brooklyn,John J Carty Park - CPI,05/27/2018,06/02/2018,0,0,67,70,80,65,55,337
Queens,Hoover - Manton Playgrounds,07/15/2018,07/21/2018,0,0,0,85,0,0,0,85
Brooklyn,William Sheridan Playground - CPI,07/15/2018,07/21/2018,0,0,189,199,199,202,208,997
Brooklyn,William Sheridan Playground - CPI,07/08/2018,07/14/2018,0,0,150,160,170,180,200,860
Manhattan,Carmansville Playground - CPI,06/24/2018,06/30/2018,0,0,420,460,520,580,600,2580
Manhattan,J Hood Wright - CPI,06/24/2018,06/30/2018,0,0,224,286,105,201,332,1148
Manhattan,Happy Warrior Playground,06/24/2018,06/30/2018,0,0,0,25,20,35,20,100
Manhattan,St. Nicholas playground - CPI,06/24/2018,06/30/2018,0,0,67,73,107,0,0,247
Manhattan,"Martin Luther King, Jr. Playground - CPI",06/24/2018,06/30/2018,0,0,80,100,115,0,95,390
Manhattan,Raoul Wallenberg Playground - CPI,06/24/2018,06/30/2018,0,0,128,115,92,157,0,492
Manhattan,Thomas Jefferson Park,06/24/2018,06/30/2018,0,0,25,72,55,63,38,253
Manhattan,Columbus Park - CPI,06/24/2018,06/30/2018,0,0,216,240,205,235,227,1123
Manhattan,Carmansville Playground - CPI,06/24/2018,06/30/2018,0,0,330,400,420,0,400,1550
Manhattan,Tompkins Square Park - CPI,06/24/2018,06/30/2018,0,197,0,129,76,59,26,487
Manhattan,Sol Lain Playground - CPI,06/24/2018,06/30/2018,0,0,109,144,93,102,71,519
Manhattan,Seward Park - CPI,06/24/2018,06/30/2018,0,0,700,0,525,600,750,2575
Manhattan,Jackie Robinson Playground - CPI,06/24/2018,06/30/2018,0,0,105,255,65,110,118,653
Manhattan,Jackie Robinson Playground - CPI,07/08/2018,07/14/2018,0,0,93,100,99,110,130,532
Manhattan,Sheltering Arms Pool,07/08/2018,07/14/2018,0,20,25,35,40,45,0,165
Manhattan,Matthew Sapolin,07/08/2018,07/14/2018,0,0,124,168,132,145,150,719
Manhattan,Thomas Jefferson Park,07/08/2018,07/14/2018,0,0,88,0,98,180,200,566
Manhattan,Poor Richard's Playground - CPI,07/08/2018,07/14/2018,0,0,110,120,130,135,150,645
Manhattan,Happy Warrior Playground,07/15/2018,07/21/2018,0,0,60,105,0,95,0,260
Manhattan,Happy Warrior Playground,07/01/2018,07/07/2018,0,40,0,0,35,0,50,125
Manhattan,Sheltering Arms Pool,07/15/2018,07/21/2018,0,0,15,25,0,35,40,115
Manhattan,Sheltering Arms Pool,07/01/2018,07/07/2018,0,28,0,0,30,5,35,98
Manhattan,Happy Warrior Playground,07/08/2018,07/14/2018,0,0,120,80,105,65,120,490
Manhattan,"Martin Luther King, Jr. Playground - CPI",07/08/2018,07/14/2018,0,0,40,30,40,40,60,210
Manhattan,Raoul Wallenberg Playground - CPI,07/08/2018,07/14/2018,0,0,135,118,122,0,135,510
Manhattan,St. Nicholas playground - CPI,07/08/2018,07/14/2018,0,0,87,137,0,0,158,382
Manhattan,J Hood Wright - CPI,07/08/2018,07/14/2018,0,0,177,475,235,0,239,1126
Manhattan,Sol Lain Playground - CPI,07/08/2018,07/14/2018,0,0,77,87,159,117,38,478
Manhattan,Seward Park - CPI,07/08/2018,07/14/2018,0,0,0,725,650,700,275,2350
Manhattan,Columbus Park - CPI,07/08/2018,07/14/2018,0,0,202,237,224,215,240,1118
Manhattan,Carmansville Playground - CPI,07/08/2018,07/14/2018,0,0,380,420,460,380,0,1640
Manhattan,Carmansville Playground - CPI,07/15/2018,07/21/2018,0,0,380,420,0,500,520,1820
Manhattan,St. Nicholas playground - CPI,07/15/2018,07/21/2018,0,0,130,155,0,208,95,588
Manhattan,"Martin Luther King, Jr. Playground - CPI",07/15/2018,07/21/2018,0,0,45,40,0,50,45,180
Manhattan,Poor Richard's Playground - CPI,07/15/2018,07/21/2018,0,0,140,140,165,0,190,635
Manhattan,Matthew Sapolin,07/01/2018,07/07/2018,0,0,0,0,104,0,104,208
Manhattan,Poor Richard's Playground - CPI,07/01/2018,07/07/2018,0,110,0,0,135,0,85,330
Manhattan,Sol Lain Playground - CPI,07/01/2018,07/07/2018,0,84,0,0,113,0,143,340
Manhattan,Columbus Park - CPI,07/01/2018,07/07/2018,0,213,0,0,225,220,0,658
Manhattan,Sol Lain Playground - CPI,07/15/2018,07/21/2018,0,0,36,104,0,0,38,178
